Year,Value,UNIT_MEASURE,SERIES
2005,16908.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(អន្តរជាតិ)
2006,22676.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(អន្តរជាតិ)
2007,26033.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(អន្តរជាតិ)
2008,21985.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(អន្តរជាតិ)
2009,15119.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(អន្តរជាតិ)
2010,17678.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(អន្តរជាតិ)
2011,20083.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(អន្តរជាតិ)
2012,27811.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(អន្តរជាតិ)
2013,31612.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(អន្តរជាតិ)
2014,32666.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(អន្តរជាតិ)
2015,36898.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(អន្តរជាតិ)
2016,46308.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(អន្តរជាតិ)
2017,53856.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(អន្តរជាតិ)
2018,62635.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(អន្តរជាតិ)
2019,72844.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(អន្តរជាតិ)
2020,84718.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(អន្តរជាតិ)
2005,65.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(ក្នុងស្រុក)
2006,91.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(ក្នុងស្រុក)
2007,398.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(ក្នុងស្រុក)
2008,124.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(ក្នុងស្រុក)
2009,75.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(ក្នុងស្រុក)
2010,0.21,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(ក្នុងស្រុក)
2011,124.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(ក្នុងស្រុក)
2012,5.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(ក្នុងស្រុក)
2013,62.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(ក្នុងស្រុក)
2014,183.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(ក្នុងស្រុក)
2015,252.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(ក្នុងស្រុក)
2016,153.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(ក្នុងស្រុក)
2017,132.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(ក្នុងស្រុក)
2018,114.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(ក្នុងស្រុក)
2019,99.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(ក្នុងស្រុក)
2020,86.0,T,៩.១.៣ បរិមាណទំនិញដឹកជញ្ជូន(ក្នុងស្រុក)
